TF	z-score	(adj) p-value	(log) fold change	TF_target_enrichment	targets
RBL1	-2.12132034356	0.854830569228	0.0938652065162	4.17168613665	DHFR, LIN37, LIN9, TFDP2, MYBL2, CCNA2, CCNA1, RB1, MYC, BRCA1, RBL2, CDC25C, CDC25A, E2F5, E2F4, E2F3, E2F2, E2F1, CCND1, CCND3, CCND2, RBBP7, RBBP4, CDK1, CDK4, CDK6, LIN54, LIN52, TFDP1
PPARGC1A	-2.12132034356	0.00734497126539	-0.704806202416	1.36580679249	SIRT3, HDAC3, PCK1, YY1, PRKAG1, PRKAG3, PPRC1, PRKAA2, PRKAA1, MAPK14, FABP4, CRTC2, ME1, MAPK11, FABP1, TFAM, SLC2A4, APOA1, APOA2, PLIN1, RPTOR, MEF2C, CEBPA, LEP, HCFC1, LPIN1, EHHADH, TFB2M, SELENOP, NRDC, ANGPTL4, ADIPOQ, CDH1, HSD17B4, NR1H3, CPT1A, ARNTL, NCOR1, SLC2A14, PRKAB2, SIRT6, GCG, PRKAB1, CD36, CREB1, PRKAG2, NR1D1, LDLR, LPL, MTOR, CYCS, PPARA, UCP1, MLST8, TFB1M, BMP7, IL1RN, ATIC, OGT, CALR, ACOX1, ESRRA, ROCK1, IL6, MEF2A, UTRN, MEF2D, SIRT1, VEGFA, GABPA, ATF2, FOXC2, TNF, NRF1
EPAS1	-2.11057941204	0.348786405306	-0.246562242983	9.96733702672	MMP14, HIF3A, PTK6, HDAC9, VHL, SOX2, SERPINE1, FLT1, ADORA2A, CA9, SLC11A2, TWIST1, HIF1AN, APEX1, CITED2, KDR, EGLN1, EFNA1, FXN, VEGFA, IL31, ACO1, NANOG, ADM, EGLN3, EGLN2, ABCG2, EPO, SLC2A1, BHLHE40
NR2F2	-2.0	0.720007212745	0.282293724458	2.54276051721	FOXO1, SOX9, REN, FLT1, NCOA3, APOB, EGR1, NRP1, MTTP, TERT, MLXIPL, PPARG, LPL, POU5F1, VCAM1, SHH, FGF2, PAX6, HNF4A, NOTCH1, TCF7L2, INS, RUNX2, DSPP, AR
FOSL2	-2.0	9.24365123649e-07	-2.21853126693	4.96612666444	LEP, DIO2, PPP3R1, FOS, PTH, JUN, MAPK14, FOSL1, MAPK11, MAPK12, MAPK13, NFATC1, MAPK10, MAPK8
BRCA1	-2.0	0.52480103569	0.210160746516	0.178929760149	TEX15, CDKN1B, ERCC2, NELFA, GTF2H3, NELFE, ATR, ELOC, FANCD2, ELOA, CCNT1, ELOB, CCNT2, RBL2, SRSF3, FANCF, CDK12, GADD45A, SMC3, CCNE1, SUPT4H1, FANCG, NELFB, FANCE, FANCC, FANCA, S100A7, FANCL, CHEK2, FANCI, SSRP1, ERCC3, RBL1, ELL, BARD1, MND1, GTF2H2, GTF2H1, CDK7, TCEA1, ELOA2, GTF2H4, POLR2E, POLR2D, POLR2G, POLR2F, SUPT16H, PSMC3IP, POLR2C, POLR2B, POLR2L, MNAT1, ELOA3, POLR2I, POLR2K, POLR2J, E2F6, E2F4, GTF2F1, GTF2F2, H2AFX, ATM, CTDP1, CDK2, KLK3, RAD51, SUPT5H, RAD51C, CDK9, BAP1, CCNH, TFDP2, TFDP1, CCNK
MEF2A	-2.0	0.00101859039307	-0.545041149303	0.748599412815	NFATC1, SOST, AUTS2, HDAC9, SLC2A14, KAT2B, CAMK4, MAPK14, AKT1, TBX1, MAPK11, MAPK12, MAPK13, EDNRA, ZNF16, MYOG, SOX4, NKX2-5, MYOD1, CABIN1, JUN, PPARGC1A, KLF2, PTP4A3, MAPK7, SIRT1, ESRRA, CAMK2D, CAMK2G, CAMK2A, CAMK2B, VEGFA, EP300, MMP20, BMP2, FSD1, AKAP6, HJV, FSD1L, NRL, F8, MMP8, GRIP1, PPP3CA, PPP3CB, PPP3CC, CREBBP, NRF1
AR	-1.96116135138	0.00320839211832	-0.76996505316	9.09487345903	BCL2L1, SMARCC1, AKT1, EGF, CAV1, DCN, BLOC1S2, DNMT1, PTGER3, HSP90AB1, CDH1, MYC, CIP2A, SP1, PRMT6, CREB1, KLK2, KLK3, PROM1, GATA2, PA2G4, DNAJA1, LMTK2, CCND1, CXCL8, KAT7, FOXA1, PTEN, GNG2, XRN1, YBX1, GNAO1, CDKN1A, KAT2B, HSP90B1, PAGE4, GSK3B, CYP11A1, NF1, TGFB1I1, GNAI1, SIRT1, IGF1, CHUK, LIN28A, VEGFA, PMEPA1, IGFBP5, ZEB1, TP53, DNAH8, UBE2B, KDM3A, CREBBP, KDM1A, HDAC7, HDAC9, PAX2, MAPK14, GNAI3, FLT1, NANOG, NR2F1, NR2F2, FHL2, IFI16, HNRNPK, UGT2B17, MAPK8, TCF20, HRAS, VCAM1, NFKB1, ESR2, EP300, RELA, SGK1, GPR158, PDE9A, ZNF438, IL6, MET, SREBF1, SPP1, NKX3-1, HSP90AA1, ZMIZ1, VMP1, IGF1R, FOXO3, FOXO1, SOX9, MYOG, CEBPB, SULT2A1, APPBP2, PKN1, TMPRSS2, TNF, CDK20, CYP7B1, ARSI, CASP8, MMP9, CAMK2N1, SENP1, MMP1
NCOA1	-1.8973665961	0.00400396690971	-0.431121973009	2.56957275166	PCK2, ERBB2, PCK1, SMAD4, FABP1, TFF1, CD36, SMAD3, FABP6, EPO, FABP4, SMARCC1, ME1, GTF2A1, TRIB3, SLC27A1, APOA5, AGT, PLIN2, ACADM, APOA2, PLIN1, GTF2E1, CEBPA, GRHL1, ALAS1, RGL1, PRL, LEP, CPT2, NPAS2, APOA1, GTF2B, MAPK3, TIAM2, ADIPOQ, ABCB4, CDH1, MYC, CYP7A1, FDFT1, NR1H3, CPT1A, HMGCS1, HMGCS2, GLIPR1, LPL, FHL2, PEX11A, TNFRSF21, KLK3, VDR, PPARA, FADS1, GTF2F1, EHHADH, G0S2, NR3C1, ANKRD1, CYP2C9, CYP1A1, CYP4A11, HSD17B4, ACSL1, GTF3A, CTGF, ANGPTL4, ABCA1, ACOX1, VEGFA, SULT2A1, TXNRD1, UGT1A9
MED1	-1.88982236505	0.858993782857	0.039627482975	2.1291750442	PCK1, FABP1, G0S2, CD36, CTNNB1, LPL, FABP4, ME1, UGT1A9, TRIB3, APOA5, AGT, PLIN2, ACADM, APOA2, PLIN1, CEBPA, GRHL1, RGL1, EHHADH, CPT2, NPAS2, APOA1, FHL2, ALAS1, TIAM2, ADIPOQ, ABCB4, ACOX1, CYP7A1, FDFT1, NR1H3, CPT1A, HMGCS1, HMGCS2, GLIPR1, PEX11A, TNFRSF21, KLK3, PPARA, FADS1, SLC27A1, ANKRD1, CYP1A1, CYP4A11, HSD17B4, ACSL1, LEP, CTGF, ANGPTL4, ABCA1, SULT2A1, TXNRD1
SMARCD3	-1.88982236505	0.0545595587514	0.616720653683	3.00945330109	STK11, G0S2, CD36, FABP1, ME1, UGT1A9, TRIB3, APOA5, AGT, PLIN2, ACADM, APOA2, GRHL1, RGL1, CPT2, NPAS2, APOA1, FHL2, ALAS1, TIAM2, ABCB4, CYP7A1, FDFT1, TXNRD1, CPT1A, HMGCS1, HMGCS2, GLIPR1, PEX11A, TNFRSF21, VCAM1, HIST2H3A, PPARA, FADS1, GATA4, SLC27A1, ANKRD1, CYP1A1, CYP4A11, ACSL1, CTGF, ANGPTL4, ABCA1, SULT2A1
CREBBP	-1.8	0.227507035034	-0.413266692219	5.25751513417	PCK1, SUMO1, CD36, AKT1, LECT2, AGT, PLIN2, ADIPOQ, PLIN1, GADD45A, RBPJ, CPT2, JUP, EDN1, MYC, RBPJL, CYP1A1, CAMK2D, CREB5, CAMK2G, CREB3, CAMK2A, CREB1, PEX11A, TNFRSF21, LPL, EHHADH, GTF2F1, EPO, CCND1, CCND2, SLC2A1, KIT, ANGPTL4, TXNRD1, CYP4A11, VDR, NFKBIA, CARM1, CSF2, TRIB3, APOA5, APOA1, APOA2, GTF2E1, CCNE2, PRKACG, TIAM2, NLK, FDFT1, NR1H3, G0S2, CSK, GCK, PRKACB, PPARD, VEGFA, PPARA, EPOR, IRF1, TP53, IRF9, HNF4A, GTF3A, MEF2A, KRT14, CREM, MEF2D, HES1, HES5, SKIL, HDAC1, HDAC3, YY1, SMAD4, SMAD2, SMAD3, MAPK14, FABP4, ME1, FABP1, IL1B, NCOA2, STAT6, HEYL, STAT4, STAT3, STAT2, STAT1, ATF2, IFNB1, FHL2, ALAS1, PML, CITED2, CYP7A1, HMGCS1, HMGCS2, BNIP3L, ASCL1, CAMK4, FADS1, HIST1H1E, SLC27A1, RELA, HEY1, IL2RA, SGK1, ACOX1, LEP, STAT5B, CTGF, PRKACA, ABCA1, UGT1A9, MYF6, BAX, CTNNB1, FOXO1, GTF2A1, FOXO4, EIF2S1, ODC1, MEF2C, CEBPA, GRHL1, RGL1, NPAS2, RB1, ACADM, GLI1, ABCB4, TERT, HSD17B4, LDHA, SULT2A1, CPT1A, NR3C1, ACSL1, GLIPR1, NR4A1, AR, CAMK2B, STAT5A, MYOD1, CA9, HEY2, ANKRD1, CREB3L2, CREB3L3, NCL, CREB3L4, ATF4, ATF6B, BCL2, SP100
KLF6	-1.73205080757	0.286945281969	0.304210842375	5.02452686532	MMP14, LAMA1, SP1, CDKN1A, JUN, SMAD3, PPARG, KDR, ATF3
E2F2	-1.73205080757			9.61649311198	CDKN1A, EZH2, EED, SERPINE1, CDC6, CAV1, SPI1, CCNA2, CCNA1, CCNE2, CCNE1, SUZ12, MYC, RBL1, PLAU, ORC1, MCM3, CASP7, E2F1, CCND1, TBP, CCND3, CCND2, MEF2C, CDK1, CDK2, CDK3, CDK4, CDK6, TFDP2, TFDP1
HMGB2	-1.73205080757	2.17662472474e-08	-1.76248383495	5.53585143862	H1F0, GZMA, DFFB, HIST1H1D, HIST1H1E, HIST1H1A, HIST1H1B, HIST1H1C
PARP1	-1.73205080757	0.0013296621289	0.544560385454	1.70034533489	PARG, CCL2, TIMP2, FOXP3, ILK, XRCC1, MAFA, CASP9, CD86, ICAM1, MYC, IGF1, CAMK2D, ASCL1, UNG, SNAI1, ZEB1, CASP7, TP53, CASP3, GZMB, VIM, IL5, AIFM1
TPR	-1.73205080757	0.391928947955	-0.292862582181	0.0275071259843	AAAS, NCBP1, NCBP2, SRSF11, NDC1, NUP214, NUP210, MAGOH, NUP98, CHTOP, NUP93, RAE1, NUPL2, THOC3, THOC2, THOC1, THOC7, THOC6, THOC5, ZC3H11A, SNRPD2, SNRPD1, SARNP, NUP205, NUP88, SLBP, NUP85, DHX38, NXF1, SRSF5, SRSF4, SRSF7, SRSF6, SRSF1, SRSF3, SRSF2, U2AF1, U2AF2, SRSF9, NXF5, RNPS1, NXF3, ALYREF, EIF4E, LUZP4, PHAX, MAGOHB, NUP153, NUP155, EIF4A3, NUP133, FYTTD1, NUP62, NCOA5, POLDIP3, SNRPD3, RANBP2, NUP107, SNUPN, VCAM1, NUP50, NUP54, GEMIN2, GEMIN6, GEMIN7, GEMIN4, GEMIN5, NXT1, CDC40, CPSF4, CPSF3, CPSF2, NUP43, NUP188, FIP1L1, NUP160, CASC3, U2AF1L4, SNRPB, SNRPF, SNRPG, SNRPE, DDX20, SRRM1, NUP62CL, NUP35, SLU7, NUP37, UPF3B
MED23	-1.73205080757	0.633051578799	-0.126879955377	4.58988313897	CEBPA, PCK1, CD36, LEP, LPL, FABP4, ANGPTL4, KLF2, ADIPOQ, PLIN1
ID4	-1.73205080757	0.485450238655	-0.268090643024	5.02452686532	CDKN1C, EZH2, BRD2, NKX3-1, SOX2, C1orf61, MMP2, HOXA9, ABCC3
SPG7	-1.73205080757	0.919340655724	0.036041910919	4.21379494211	IL1RN, IRF7, IL23A, AQP1, CXCL8, IL6, PPARG, PTGS2, ICAM1, CYLD, TLR2
KRT17	-1.73205080757			7.94388858667	JUN, TP53, IL17A, SLC2A1, FOS
NRIP1	-1.73205080757	0.944758042481	-0.0373178029606	1.32786259489	SLC2A4, CYCS, AKT1, ME1, BMP15, FABP1, NR1D1, APOA1, APOA2, ARNTL, NCOA3, GDF9, MAPK3, MAPK1, HSD17B4, NR1H3, CPT1A, ESRRA, RXRG, PPARG, LPL, UCP1, EHHADH, ESR1, TBCE, ACOX1, FOXA1, KLK3
PPP2R2A	-1.73205080757	1.6565994182e-07	-0.813638485928	0.185782594918	RYR2, CACNA1D, EGFR, AKT1, AKT2, AKT3, BCL2, RAF1, EGF, PPP1R1A, SFN, CACNB3, CACNB2, CACNB1, CACNA1C, RPS6KB1, YWHAQ, CACNA1F, CACNB4, YWHAH, TNNI3, YWHAB, NFKB1, RELA, CACNA1S, YWHAG, IRAK4, YWHAE, PRKCI, YWHAZ, STK3, CACNA2D2, CACNA2D3, CACNA2D1, CACNA2D4, YAP1, IRAK1, WWTR1, DRD2, CACNG8, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7
PPP2R2B	-1.73205080757			0.161218711278	RYR2, MAP2K2, MAP2K1, AKT3, RAF1, PPP1R1A, SFN, CACNB3, CACNB2, CACNB1, CACNA1C, CACNA1D, YWHAQ, CACNA1F, CACNB4, YWHAH, TNNI3, YWHAB, NFKB1, RELA, CACNA1S, YWHAG, IRAK4, CHEK1, PRKCI, YWHAZ, CACNG7, CACNG3, STK3, CACNA2D2, CACNA2D3, CACNA2D1, CACNA2D4, YAP1, IRAK1, AKT1, WWTR1, DRD2, AKT2, ATXN1, CACNG8, BRAF, CACNG1, CACNG2, YWHAE, CACNG4, CACNG5, CACNG6, BCL2
NR2F1	-1.73205080757			3.33006558894	NOS2, EGR1, TNFAIP8, COX2, NFKBIA, VTN, MAP2, FAT1, MTTP, POU5F1, CDH1, MYC, INS, AR
MTA1	-1.73205080757	0.960787981368	0.026261030303	3.33006558894	TAF1B, TAF1A, STAT3, TIMP2, TAF1D, MAX, UBTF, BGLAP, VEGFA, MMP9, CDH1, EPCAM, MYC, TBP
FOXO1	-1.73205080757	0.251282574826	-0.449403362712	10.3861406808	PCK2, PCK1, PRKAG1, FAM3B, PRKAG2, IL6ST, IKBKB, AKT1, AKT2, AKT3, AGT, ADIPOQ, RAN, PRL, CSNK1D, CSNK1E, SETD7, CDH1, MYC, PRKAG3, CDKN2B, STK11, CTSL, LHB, CREB1, CSNK1G2, BGLAP, KLK3, STK4, BRD2, CCND2, CSNK1G1, ANGPTL4, NPY, ZBTB20, TNF, FOXP3, TNFSF11, ELAVL1, CDKN1C, CDKN1B, CDKN1A, SIRT1, GLUL, TRIB3, SERPINE1, XPO1, IL4, PNPLA2, JAK1, ANGPT2, NLK, CDK2, IGF2, RAB7A, PRKAB2, PRKAB1, CHUK, RAG2, RAG1, VEGFA, BNIP3, CSNK1A1, IRF4, HMOX1, INS, IGFBP1, PDX1, SCN5A, CREBBP, WNT3A, SESN3, MAPK14, CCNG2, MAPK10, MAPK11, MAPK12, MAPK13, IKZF1, A2M, STAT3, NR2F2, MAPK3, MAPK1, MAPK8, MAPK9, NDN, IL6R, EDN1, AGRP, EP300, CYP7A1, SGK2, SGK1, IL10, LMO4, IRS2, IL6, PRKACG, SREBF1, PRKACA, EREG, PRKACB, G6PC, PRKAA2, PRKAA1, SOD2, PDCD2L, QKI, BCL2L11, FSHB, TWIST1, KLF2, DGKA, OSTN, NR3C1, NOS3, AR, SELL, CSNK1G3, LPL, PDK4, FASLG, BCL6, ABCC2, VCAM1
HDAC1	-1.66666666667	0.849563611717	0.0318907469445	2.3333887835	AES, UBTF, SUMO1, TLE1, CCNE2, SMAD2, SMAD3, CTNNB1, MYBL2, SERPINE1, SMURF1, RUNX1, NUP62, CCNA1, MECOM, RBPJ, CCNE1, SMAD4, HNF1A, NUP214, TERT, NUP210, RANBP2, GLI3, TCF7, RBPJL, TRIM28, ISYNA1, COMP, RANGAP1, CAMK2B, KLK3, SENP1, HES1, SNAI2, CCNA2, LEF1, SNAI1, UBE2I, TAF1B, TAF1A, E2F1, TAF1D, CCND1, TBP, CCND3, CCND2, TCF7L1, TCF7L2, ID1, NUP153, CDK1, CDK2, IL5, CDK4, CDK6, CTBP1, GLI1, CREBBP
ANAPC1	-1.66666666667	0.331110291811	-0.279450239991	2.00290975824	MAD2L2, MAD2L1, PPP3R2, PPP3R1, BUB1B, CDKN1B, CDKN1A, CDC14A, HIST2H2BE, HIST1H2AJ, HIST1H2AD, HIST1H2AC, PPP3CB, CCNA2, CCNA1, CCNE2, CCNE1, PTTG1, PTTG2, BUB3, CCNB1, HIST1H2BD, HIST1H2BA, HIST2H3A, HIST1H2BL, HIST1H2BN, HIST2H2AC, HIST1H2BJ, HIST1H2BK, CCNB3, CCNB2, H2AFV, CXCL8, FZR1, H2AFX, CDC14B, H2AFZ, CDC20, IL6, CDK1, CDK2, CDK3, PPP3CA, CDC20B, PPP3CC, H2AFJ
RPA1	-1.63299316186	0.385270196504	-0.143138585434	2.27320068169	HSF1, POLA2, POLA1, FAAP100, TEX15, CDKN1A, RPS27A, BAX, POLE, NOS3, ATR, FANCD2, YWHAZ, FHL2, GADD45A, ABCB1, FANCG, FANCF, FANCE, PRIM1, FANCB, FANCA, FANCC, FANCL, FANCI, NBN, ATM, DHH, MND1, PSMC3IP, IGFBP3, MCM2, PCLAF, SHH, RAD51C, UBA52, POLE4, POLE3, POLE2, UBB, UBC, HES1, UBE2T
NCOA6	-1.63299316186	0.186982820807	0.2663038836	2.37143486619	FABP1, G0S2, CD36, ME1, UGT1A9, TRIB3, APOA5, AGT, PLIN2, ACADM, APOA2, GRHL1, RGL1, CPT2, NPAS2, APOA1, FHL2, ALAS1, TIAM2, ABCB4, CYP7A1, FDFT1, TXNRD1, CPT1A, HMGCS1, HMGCS2, GLIPR1, PEX11A, TNFRSF21, KLK3, PPARA, FADS1, SLC27A1, ANKRD1, CYP1A1, CYP4A11, ACSL1, CTGF, ANGPTL4, HOXA1, ABCA1, SULT2A1
CEBPB	-1.63299316186	2.32659832249e-05	-1.44995585965	1.01615741487	SFTPD, PTGS2, CRP, HSD17B11, MAPK12, TOM1, MAPK13, ELANE, HSP90B1, MAPK14, GPD1, MAPK11, HIST2H2BE, HIST1H2AJ, HIST1H2AD, IL1B, S100A12, HIST1H2AC, LBP, STAT3, EGR2, CIITA, MAPK3, KLF5, MAPK1, ADIPOQ, MYB, DAPK1, CDKN2B, DDIT4, SERPINA1, IFNG, H2AFX, ARG1, KLF4, HIST1H2BD, PPARG, AR, HIST1H2BA, HIST2H3A, HIST1H2BL, HIST1H2BN, CXCL12, HIST2H2AC, HIST1H2BJ, HIST1H2BK, H2AFV, ORM2, CXCL8, IRF9, LECT2, G6PC, TOP1, ID1, IL6, MAP3K11, PRTN3, TTR, EBF1, MMP3, H2AFJ, H2AFZ
CHD9	-1.63299316186	0.44838898532	-0.296098914139	2.58148949577	FABP1, G0S2, CD36, ME1, UGT1A9, TRIB3, APOA5, AGT, PLIN2, ACADM, APOA2, GRHL1, RGL1, CPT2, NPAS2, APOA1, FHL2, ALAS1, TIAM2, ABCB4, CYP7A1, FDFT1, TXNRD1, CPT1A, HMGCS1, HMGCS2, GLIPR1, PEX11A, TNFRSF21, PPARA, FADS1, SLC27A1, ANKRD1, CYP1A1, CYP4A11, ACSL1, CTGF, ANGPTL4, ABCA1, SULT2A1
TBL1X	-1.63299316186	0.309808368781	-0.259480120517	2.47411363535	TRIB3, G0S2, CD36, ME1, UGT1A9, FABP1, APOA5, AGT, PLIN2, ACADM, APOA2, GRHL1, RGL1, CPT2, NPAS2, APOA1, FHL2, ALAS1, TIAM2, ABCB4, CYP7A1, FDFT1, TXNRD1, CPT1A, HMGCS1, HMGCS2, GLIPR1, PEX11A, TNFRSF21, PPARA, FADS1, SLC27A1, ANKRD1, CYP1A1, CYP4A11, ACSL1, CTGF, ANGPTL4, ABCA1, AXIN2, SULT2A1
TBL1XR1	-1.63299316186	0.849044693227	-0.110715175606	2.47411363535	TRIB3, G0S2, CD36, ME1, UGT1A9, FABP1, APOA5, AGT, PLIN2, ACADM, APOA2, GRHL1, RGL1, CPT2, NPAS2, APOA1, FHL2, ALAS1, TIAM2, ABCB4, CYP7A1, FDFT1, TXNRD1, CPT1A, HMGCS1, HMGCS2, GLIPR1, PEX11A, TNFRSF21, PPARA, FADS1, SLC27A1, ANKRD1, CYP1A1, CYP4A11, ACSL1, CTGF, ANGPTL4, ABCA1, AXIN2, SULT2A1
